bank_tier,current_version,target_version,version_jump_size,system_age_months,last_upgrade_months_ago,code_customization_percent,third_party_integrations,avg_transaction_volume,peak_transaction_volume,system_uptime_percent,avg_response_time_ms,incident_count_last_6months,unplanned_downtime_hours_last_year,infrastructure_model,server_count,database_size_gb,concurrent_users,network_bandwidth_mbps,power_stability_score,deployment_strategy,deployment_automation_level,pm_methodology,critical_incidents_last_year,test_environment_available,backup_verified,rollback_plan_exists,staff_training_completed,early_stage_testing_completed,cbn_compliance_verified,data_localization_compliant,cyber_security_framework_updated,bcp_dr_plan_tested,customer_satisfaction_score,customer_complaints_last_quarter,digital_banking_adoption_percent,service_disruption_tolerance_hours,upgrade_window_hours,business_critical_period,regulatory_compliance_required,dedicated_team_size,vendor_support_available,budget_allocated_usd,external_consultant_engaged,upgrade_success,upgrade_risk_score,system_health_score
tier2,v8.2,v10.1,major_1x,105,38,70.61610293436372,16,72472,592232,98.07365520673855,1561,4,31,on_premise,24,15012,1755,5546,77.22689808597033,rolling,40.52004249923468,waterfall,6,1,1,1,1,1,1,1,1,1,89.35131005362787,14,62.41999819482083,11,43,0,1,12,1,2149471,1,1,57.89396441559326,40.316827603369276
tier3,v9.0,v11.0,minor,13,38,27.4775732320678,11,175551,281839,96.63865389378665,909,7,24,on_premise,26,13577,3414,3294,76.72784228658664,rolling,53.914093748088256,agile,3,1,1,1,0,1,1,1,0,1,70.54791539119547,8,58.976001781637436,1,42,0,0,6,0,1448129,1,1,77.10119641284153,47.139326946893334
tier3,v8.2,v10.1,major_2x,34,8,62.598692011506195,17,262161,294722,98.4763446226845,1126,0,5,hybrid_cloud,10,5389,3864,3699,75.33413385091745,canary,53.685584426019545,scrum,2,1,1,1,1,0,1,1,0,1,88.39420963947904,12,58.866716001108124,9,17,1,1,12,0,533111,1,1,69.54564206046936,74.21817231134226
tier2,v10.1,v9.2,minor,48,23,58.10468773978095,7,172868,355457,95.93369348545474,523,5,31,on_premise,13,23428,4607,2677,75.44771040866864,blue_green,26.684944138587756,agile,2,1,1,1,1,1,0,0,1,1,80.11067560223506,14,44.34107165444621,8,10,0,0,11,1,3608948,0,1,93.43029715793857,57.00684674272736
tier2,v8.2,v11.0,major_1x,76,13,23.553392437887943,7,389555,599354,96.55373489447793,517,8,15,on_premise,16,21933,6237,7447,69.92707212011135,blue_green,40.994036358266236,scrum,6,1,1,1,0,1,1,1,1,1,82.56729446468727,11,63.185896059437,7,19,1,1,5,1,1725435,1,1,72.65706229100245,56.43686744723897
tier3,v8.5,v9.2,major_2x,53,9,46.011619153554584,21,178806,494881,95.47401266877834,644,1,29,on_premise,20,17767,3061,3672,80.5969500946959,blue_green,6.548855318041845,kanban,3,1,1,1,0,1,1,0,1,1,65.19675544495757,12,57.382529965302055,5,28,0,0,7,1,1803335,0,1,79.98753527562059,67.35700633438918
tier3,v9.2,v9.2,minor,49,19,13.965254883567678,26,207041,581615,96.59282566763912,522,5,9,hybrid_cloud,18,18979,3468,4508,87.56477990776011,canary,7.1794465581960125,scrum,4,1,1,1,0,1,1,1,0,0,86.84736636410926,15,45.700457356123756,7,16,1,0,8,1,2603714,1,1,63.49615157816329,68.35641283381956
tier2,v10.1,v9.2,minor,104,29,56.40974085565459,42,225419,373082,96.00850216487991,1536,7,31,hybrid_cloud,9,19001,5884,4076,85.34644692432153,blue_green,21.296788463023272,scrum,1,1,1,1,0,1,1,1,1,1,75.37020032337232,9,52.212499004215374,2,40,0,0,7,1,1665868,1,1,69.26796578972437,30.784251082439965
tier3,v9.2,v9.2,minor,54,19,52.7781856430835,18,221617,523070,98.24221434235442,368,5,13,on_premise,17,9329,3649,2466,91.66408642254305,big_bang,54.824821879490656,scrum,4,1,1,1,1,1,1,0,1,1,77.22720309681354,11,57.40007198987809,4,58,1,0,9,0,1382194,0,1,85.11707847248798,70.26110717117722
tier1,v10.1,v9.0,minor,23,33,66.58086299750133,15,213655,348265,99.6608497085749,478,10,31,private_cloud,43,41815,7834,4490,95.35014174661094,big_bang,21.407076990913577,kanban,0,1,1,1,1,1,1,0,1,1,75.28669246141239,6,66.73530878833884,3,20,1,1,18,1,2356717,1,1,100.0,44.770424854287455
tier2,v9.2,v10.5,minor,97,18,24.639010458919163,36,214387,561730,98.07814543819012,1324,3,20,on_premise,12,24557,7409,3801,78.1674084389681,blue_green,80.57483296551761,agile,1,1,1,1,0,1,1,1,1,1,73.59133896919305,8,69.60355928018666,5,39,0,0,13,1,2571639,0,1,48.254668267707935,53.559072719095056
tier3,v8.5,v9.0,minor,44,24,46.998356759200504,18,215303,608499,95.6066554335977,229,5,23,hybrid_cloud,22,24592,986,3370,84.7298014175863,canary,18.387402277184506,kanban,4,1,1,1,1,1,1,1,1,1,81.69435605023253,13,74.2441209615974,3,14,1,0,6,1,2084573,0,1,54.67626395463783,66.72332771679885
tier3,v9.2,v10.1,minor,53,12,22.335654863341674,19,295588,531270,96.45329352669866,1102,6,28,hybrid_cloud,26,19074,2539,3162,79.00153022163731,big_bang,62.73052919426113,scrum,4,1,1,1,1,1,1,1,1,1,74.84788119487052,14,47.091334273375715,9,19,0,0,9,0,2266071,1,1,70.99063028360649,44.18664676334933
tier2,v8.2,v10.1,major_2x,30,16,70.53688344414422,39,88209,195529,99.25016037608171,330,13,31,hybrid_cloud,31,27354,4769,4588,79.08758779058552,canary,81.30853050926433,agile,6,1,1,1,1,1,1,1,0,1,69.07352884398696,7,46.90142878534646,8,38,0,0,12,1,2854209,0,1,100.0,38.52508018804086
tier3,v9.2,v10.5,major_1x,56,31,49.5645868143242,24,297419,610115,95.72378189258123,1020,2,19,on_premise,7,22197,3879,4804,77.5145316265749,blue_green,33.35391082660769,waterfall,0,1,1,1,1,1,1,1,0,0,68.38301826579915,14,57.044512426338734,3,44,0,0,7,0,964004,0,1,62.24155762029684,61.96189094629062
tier3,v10.1,v10.5,major_1x,34,32,17.75148253846258,20,272473,378936,97.21665999773288,799,11,33,on_premise,23,8929,1662,4464,70.37278240824494,canary,39.45437006134546,kanban,3,0,1,1,0,1,1,0,1,1,66.95114764785598,16,47.42443453372484,3,52,0,0,3,0,972193,0,1,100.0,33.128329998866434
tier3,v9.0,v10.5,major_1x,50,7,22.78432878271956,8,319102,389525,96.49343607667511,179,9,16,on_premise,17,20286,2918,3446,61.50887041636723,blue_green,26.524341608846868,waterfall,6,1,1,1,0,1,1,1,1,0,78.04016009654326,15,70.84831054948002,10,38,0,1,9,0,2307765,0,1,83.81619261480517,59.66671803833755
tier3,v9.2,v9.2,major_2x,14,13,48.93069018536057,6,261986,505628,98.78942486146566,556,1,25,on_premise,28,5912,5313,5206,75.53958523195901,canary,63.57144368490801,kanban,0,0,1,1,0,1,1,0,1,1,87.79383881173507,10,69.06845454226877,5,52,1,1,6,1,2584973,1,1,82.06923984130643,72.77471243073282
tier3,v9.2,v9.0,major_2x,73,24,38.67967682923933,5,90979,522875,96.2534730999846,835,2,4,hybrid_cloud,7,25945,1252,2713,81.5315613313296,big_bang,38.636390912202266,scrum,3,1,1,1,1,0,1,1,1,1,76.2373399669963,20,59.48145608061578,7,18,0,0,9,1,932809,0,1,86.45054833203854,73.4267365499923
tier2,v9.2,v10.1,major_2x,74,40,58.06508862964298,19,179507,337093,95.60891334859646,721,12,30,private_cloud,20,10833,7562,6088,72.13956496566168,canary,83.62588066210749,kanban,1,0,0,1,1,1,1,1,1,0,62.41123966000451,9,54.825078383076,2,63,1,1,8,1,2679126,1,1,100.0,32.38445667429822
tier1,v10.1,v9.0,major_2x,87,42,34.18624649156449,17,113202,382452,98.68222517645808,1045,14,32,private_cloud,38,33050,9929,9544,90.15112520000395,canary,97.36029264381783,agile,7,1,1,1,1,1,1,1,1,1,79.59400652516788,10,65.00859036488953,12,12,1,0,10,1,3289204,1,1,100.0,20.441112588229032
tier2,v9.2,v9.0,minor,99,37,53.417930759663186,28,100129,666150,96.71698168930281,594,1,26,private_cloud,26,36130,4541,5584,90.42754522521777,canary,81.43613916794611,agile,0,1,1,1,0,1,1,0,0,1,66.7310044620987,12,53.86234552117894,4,41,1,1,10,0,3313688,1,1,54.366469221708414,70.47849084465142
tier2,v10.1,v9.0,major_1x,15,36,24.901968362524727,10,316704,729336,98.03109975892512,1332,7,32,on_premise,39,33875,6122,6446,84.6988066654703,canary,37.04135615332886,waterfall,1,0,1,0,1,1,1,0,1,1,63.73396302460185,7,64.20053704979219,11,46,1,0,8,1,3055765,0,1,94.59950728290515,35.375549879462554
tier3,v10.1,v10.5,major_1x,46,4,42.3588192532535,6,260680,536165,95.61133595091356,477,3,8,on_premise,21,20247,1648,2566,76.6968183078609,big_bang,11.271032096178146,kanban,2,0,1,0,1,0,1,0,1,0,81.00835110627116,11,45.7743744867131,9,9,1,1,13,1,1918307,0,1,100.0,75.26566797545678
tier3,v9.0,v10.5,major_1x,50,29,65.08404158426325,32,93251,473403,97.09790078532107,354,2,21,private_cloud,27,5446,2676,4263,82.01633390401801,big_bang,48.822721461336556,scrum,6,0,0,1,1,1,1,1,1,0,77.56171954655618,13,51.008310950387404,5,33,0,0,10,0,1386002,1,1,97.61052132217782,74.96895039266055
tier2,v8.2,v10.1,major_1x,32,16,51.65729615253258,29,363305,439988,96.90959471951726,934,6,25,private_cloud,13,29020,5378,7802,94.21401914614522,rolling,75.56755316512071,agile,2,1,1,1,0,1,1,1,0,1,79.96689005724167,10,70.46544867061564,3,49,0,1,14,1,3562715,0,1,63.57279245806381,49.27479735975862
tier1,v10.1,v10.1,minor,82,15,19.484593435063182,29,186438,288872,97.95585183872696,1886,14,48,on_premise,28,41836,9479,7364,90.3594403458541,rolling,45.13743132449769,scrum,4,1,1,0,1,1,1,1,1,1,79.36539472580675,6,51.84321405954203,10,57,0,1,13,1,4552152,0,1,100.0,0.0
tier2,v8.5,v10.1,minor,99,20,73.0337071464046,30,90975,341386,98.8091865035181,1283,3,24,hybrid_cloud,19,18080,2411,6623,90.19266975094459,canary,82.2228342169391,kanban,5,1,1,1,1,1,1,1,1,1,86.54152880104799,16,70.98123974483079,1,39,1,1,8,0,2188440,1,1,42.73424758254803,52.744593251759056
tier2,v9.2,v9.0,major_2x,52,41,23.71060468488124,33,278505,183713,99.2829511376737,867,12,35,hybrid_cloud,15,36107,2952,2324,90.12213224811306,big_bang,78.35077641475075,agile,7,1,1,1,1,1,1,0,1,1,82.92527650485938,13,65.29408571660343,1,30,0,1,7,1,3062092,0,1,100.0,28.80147556883685
tier3,v8.5,v10.5,major_1x,94,19,51.927632356017135,17,147740,619517,97.91530814995838,446,10,29,on_premise,23,19465,4895,3069,80.70817724382107,big_bang,46.29664416852821,scrum,2,1,1,1,1,1,1,1,1,0,76.30176501454787,10,59.41545744538564,10,26,0,0,9,1,2393756,1,1,100.0,45.53765407497919
tier1,v9.2,v9.2,minor,92,33,50.222163488389285,14,281665,701198,98.9662282337958,392,10,21,private_cloud,13,17454,5113,8231,89.52764543089843,big_bang,24.920087108152792,agile,2,0,1,1,1,0,1,1,1,1,65.4051651584615,6,81.1603071008625,8,68,0,0,10,1,4925005,1,1,100.0,51.14311411689789
tier3,v9.0,v9.0,minor,17,38,28.674514546700195,20,243418,541753,97.11876645451329,951,2,33,private_cloud,8,8563,5529,4011,74.27551973936342,big_bang,63.12623865099903,scrum,0,1,1,1,0,1,1,1,1,1,76.16318112715636,12,56.65221515337497,7,16,0,1,9,1,878029,0,1,51.46708741626616,57.03938322725665
microfinance,v10.1,v11.0,major_1x,46,5,24.945973177966472,35,35625,724068,98.06874720037176,702,1,17,public_cloud,21,10952,2447,7305,80.24719088767506,big_bang,49.462918713296894,waterfall,0,1,1,1,1,1,0,1,1,1,77.43653418249006,15,77.22724251150878,5,57,0,1,9,0,3669049,1,1,68.51156043243392,73.4943736001859
tier2,v8.2,v9.0,major_1x,49,18,65.30451709883182,32,211119,769241,96.00614756191486,1595,5,23,hybrid_cloud,23,31276,3404,5703,87.65732109365771,canary,11.932922058976354,waterfall,0,0,1,1,1,0,1,1,0,0,88.05053572158978,7,55.06249701880247,4,15,1,0,16,1,1147050,1,1,92.09558814093606,39.60307378095743
tier2,v10.1,v10.5,major_1x,17,20,66.16498296474937,28,266008,379868,96.39493554317298,1236,10,36,private_cloud,19,19529,6377,3443,84.28334073390941,blue_green,22.016188872599773,kanban,0,1,1,1,1,1,1,1,0,0,84.85096544633042,8,72.63426766544768,8,6,0,0,6,1,3781551,0,1,90.18801817316698,25.47746777158649
tier1,v9.2,v11.0,minor,23,6,45.929769727494154,33,390463,511410,98.70593633139381,688,15,16,hybrid_cloud,36,19612,9024,3009,85.71113527669324,canary,62.91721859179675,scrum,2,1,0,1,1,1,1,0,0,1,81.26029190574137,8,72.26594032912573,1,34,1,0,17,1,1785984,1,1,100.0,32.5929681656969
tier3,v8.2,v9.0,minor,13,27,18.206745885322565,17,102088,162522,97.5737358477903,283,9,7,public_cloud,10,23635,4646,5480,71.4549786471816,canary,6.096673987321488,agile,4,1,1,1,1,1,1,0,0,1,76.00296625170405,11,54.32212653022896,6,23,1,0,5,0,2321270,0,1,97.61941821002299,62.62686792389516
tier3,v10.1,v10.5,minor,50,25,61.04298089911184,15,290020,209264,96.3562823513555,241,1,15,public_cloud,14,12301,3983,4060,70.6959987381909,big_bang,15.68846163616427,agile,3,0,1,0,1,1,1,1,0,0,74.79160561267219,12,60.19228315228438,10,51,0,1,11,1,1252719,1,1,79.43793105612212,82.85814117567776
tier2,v8.2,v10.5,major_1x,72,40,43.28520746532103,27,132327,301487,98.48575058705646,727,6,31,private_cloud,22,15943,2741,1651,66.51978203872068,blue_green,26.94153465835266,waterfall,7,1,1,1,0,1,1,1,1,0,79.58369807988817,9,59.88853080772274,10,6,1,1,14,1,3754921,0,1,62.31367125697507,51.20287529352822
tier3,v9.2,v9.2,minor,63,39,36.59928176693623,5,290246,493085,98.5767962642292,337,3,4,on_premise,17,8857,3724,909,77.52185744452666,canary,8.736147300040429,agile,0,1,1,0,1,1,1,1,1,1,77.59611900971042,10,58.19228932964193,9,48,0,0,4,1,1632426,0,1,50.762718155842165,81.5483981321146
microfinance,v9.0,v9.0,minor,26,19,36.0516903681123,29,363912,207736,97.3381266170929,830,1,12,public_cloud,29,17580,3338,7558,73.65534834755893,blue_green,46.54329669646981,scrum,5,0,1,0,1,1,1,1,1,1,83.37784404336195,11,65.71072431189255,3,3,0,0,6,0,1756011,1,1,48.844200888980076,73.06906330854645
tier2,v9.0,v10.5,major_1x,89,31,45.59686037995354,22,176005,293054,96.49867938069929,1272,8,14,on_premise,10,28016,2825,5587,72.25266796281196,rolling,13.296747476196137,kanban,4,1,1,1,1,1,1,1,1,0,86.70002489162849,9,68.88915263201304,9,51,1,0,10,1,1588611,1,1,78.33947271948766,41.809339690349645
tier1,v10.1,v10.1,major_1x,114,28,54.80927613516556,22,129343,928333,99.86180789443499,581,2,34,hybrid_cloud,20,43089,4779,8154,99.52519895814224,canary,50.381939632438836,kanban,2,1,1,1,1,1,1,1,1,1,84.76072267158781,6,59.13219507696644,9,51,0,0,14,1,4573739,1,1,30.985549324326662,65.3109039472175
microfinance,v8.5,v10.5,minor,34,12,67.57226961124958,30,51615,307035,98.94398414067727,915,3,6,hybrid_cloud,27,35556,3674,3433,71.2128150786014,canary,32.7729766435003,scrum,3,0,1,1,1,0,1,1,0,1,82.74898119513288,15,62.962063529289985,1,27,1,0,3,1,1296109,0,1,88.18757004202807,69.17199207033865
tier3,v9.2,v9.2,major_1x,74,40,29.953248221698814,19,268686,510009,98.53612760992743,1342,10,19,private_cloud,21,20217,5747,3496,83.25985494432,canary,37.03452937206134,scrum,6,0,1,1,1,1,1,1,1,1,73.12699219550227,12,46.891098101115155,6,32,0,0,11,1,1011481,0,1,92.81450245699929,32.92806380496371
microfinance,v10.1,v10.5,major_2x,75,22,26.839606614875596,18,238507,540457,97.7764427493982,843,7,37,on_premise,21,22115,5219,3048,72.2421827717892,rolling,29.037463348276546,waterfall,3,1,1,1,1,1,1,1,0,0,69.35735079319984,14,43.69259766734973,2,62,0,0,4,1,1407279,1,1,100.0,42.5282213746991
tier3,v10.1,v9.0,major_2x,53,18,53.863849305734284,9,233932,491838,96.8662302952615,808,8,27,hybrid_cloud,10,14469,4231,5333,84.71982321451385,rolling,65.37578470996408,agile,3,1,1,1,0,1,1,1,1,1,66.16993764159602,12,59.17162698337196,3,31,0,1,7,1,748928,0,1,86.47085428835504,44.77311514763076
tier3,v9.0,v9.0,major_1x,97,12,18.124405931133573,35,103591,226983,98.5065593973013,1004,4,7,private_cloud,12,12306,1280,2051,78.86821743593427,rolling,17.724356951027886,waterfall,0,1,1,1,1,1,0,0,1,1,70.7108647030033,8,77.4476490826532,1,14,0,0,13,1,1802342,0,1,81.12418847022306,63.67327969865066
tier2,v8.2,v11.0,major_1x,21,40,25.597963519995265,28,126828,811776,98.36898059114527,513,9,32,hybrid_cloud,9,23072,3563,1845,87.84969595169912,canary,68.9183726360214,agile,5,1,1,1,1,1,1,0,1,1,77.56762931798045,6,52.15573383698279,1,23,0,0,10,1,3647019,0,1,78.18449403446147,45.924490295572625
tier3,v9.2,v9.0,minor,81,28,56.489933376791065,26,139930,597128,96.40040219264257,483,8,20,on_premise,22,7709,2131,6115,87.04043829577681,rolling,15.408324518500592,waterfall,1,1,1,1,1,1,1,1,1,0,85.29490202123536,9,43.79983618800874,7,24,1,0,7,1,806605,0,1,77.34109282242662,54.54020109632128
microfinance,v8.2,v11.0,major_1x,74,30,51.51050086588614,16,246639,472879,97.56717260641858,957,7,39,hybrid_cloud,17,22458,1866,1438,65.40437656738527,big_bang,41.693365235442535,agile,4,0,1,1,1,1,1,1,0,1,66.45390804050939,15,61.93751828480167,6,28,1,0,4,0,2140900,0,1,100.0,39.14358630320929
tier3,v9.2,v10.1,major_1x,95,13,65.76696064050233,14,270391,536374,98.22624972576625,714,0,20,on_premise,13,13762,5129,6113,71.08574067175792,rolling,69.50115474337787,waterfall,1,1,1,1,1,1,0,1,1,0,76.09004194700583,15,67.33769300061564,5,37,0,0,6,1,1905254,1,1,56.4914240659597,74.83312486288312
tier2,v8.5,v9.2,major_1x,27,14,45.41218449018411,40,146487,330382,98.83776819488554,1636,11,15,hybrid_cloud,24,30008,5107,3588,82.53263095487046,big_bang,21.95331750907548,scrum,5,1,1,1,1,0,1,1,1,1,67.49731938474011,10,50.0560203140471,4,62,0,0,4,0,1527491,0,1,100.0,26.19888409744277
tier2,v9.0,v10.1,major_1x,18,12,25.520735303502704,17,235318,212282,98.73628498236963,419,10,14,hybrid_cloud,20,13100,4782,6909,88.72859834767488,rolling,31.060537201349913,agile,0,1,1,0,1,1,1,1,1,1,69.2318503225755,7,73.31019357899031,7,13,0,1,13,1,2707831,0,1,74.7539300761652,53.98814249118482
tier2,v8.5,v11.0,major_1x,13,32,33.423772099116476,35,401426,530231,96.2721416299521,591,5,14,hybrid_cloud,32,11086,4402,5315,84.97617784604535,canary,73.27928603234366,kanban,3,1,1,1,1,1,1,0,0,1,88.86046063308511,9,64.42915359944352,8,53,0,0,7,1,1122641,0,1,69.74712091085118,64.31607081497606
tier2,v10.1,v10.5,major_2x,32,12,63.23282935297178,28,106711,251705,97.11183880690999,1069,1,40,hybrid_cloud,15,23518,2056,2543,87.5120168472471,blue_green,52.00080832444688,agile,4,1,1,1,0,1,1,1,1,1,81.5227119611905,12,80.74831169018834,11,49,1,1,15,1,2607685,0,1,53.916256341164974,54.175919403455
tier2,v9.0,v10.5,minor,48,42,35.25997553888324,39,136445,668684,97.85730084981502,1630,3,13,hybrid_cloud,13,9660,5565,4187,90.32024868221585,rolling,35.05135909506267,kanban,3,0,1,1,1,1,1,1,1,1,84.96012676811847,15,72.94712884130647,7,28,0,0,16,1,2283701,1,1,60.2647865543152,50.82865042490752
tier3,v10.1,v10.1,minor,11,37,52.22630338355617,29,101215,521550,97.61126810953867,580,1,15,on_premise,6,16293,3388,1070,82.11124294796046,rolling,15.631361977524413,waterfall,3,1,1,1,0,1,1,1,1,0,73.89844261733474,13,72.44079111307907,7,20,0,0,11,1,2329069,1,1,47.75755702754414,76.70563405476935
tier3,v8.5,v10.5,major_1x,79,3,55.180971451074484,12,245085,234398,96.42825474702724,869,1,25,on_premise,29,15149,1307,6386,66.4877806720105,big_bang,41.681340423926365,waterfall,4,0,1,1,0,0,1,1,1,1,64.17873834294501,11,65.3167297547395,3,47,0,0,7,1,495044,1,1,88.11665929972371,65.33412737351362
tier2,v9.2,v11.0,minor,14,24,44.12513101316578,38,175710,676688,98.17036301562977,1302,4,5,hybrid_cloud,34,28420,6790,6555,86.61974986567449,blue_green,46.455209207357036,scrum,5,1,1,1,1,0,1,0,1,0,91.11524028945963,16,64.81583638696476,4,36,1,0,13,1,2294400,0,1,73.81999414955405,58.5451815078149
tier3,v10.1,v9.2,major_1x,12,37,55.502750534027435,12,90521,127532,97.33890615989154,938,4,18,on_premise,16,13372,5712,5498,71.28926975328083,blue_green,21.770940332519864,scrum,0,1,0,1,1,0,1,1,1,0,65.69586442057472,10,50.53739621724055,5,50,1,0,3,1,2180388,1,1,98.37615418537965,58.90945307994576
tier1,v8.2,v9.0,minor,22,16,36.486721382077256,32,117092,369492,98.08762490364965,1895,11,25,hybrid_cloud,25,40088,6705,9677,98.27303883146296,blue_green,68.44523670364914,waterfall,8,1,1,1,1,1,0,1,1,0,70.47349851991547,4,48.58480597417191,6,47,1,1,14,1,4594883,1,1,94.45484099756713,15.643812451824836
tier1,v9.2,v11.0,major_1x,99,39,49.179369495835054,14,263758,828608,98.51027460598634,973,1,18,hybrid_cloud,23,28673,2819,6546,82.10821661984,canary,73.0234761220891,scrum,1,0,1,1,1,0,1,1,1,1,90.60004053945552,7,61.47924054078497,11,47,0,0,10,1,4192941,1,1,51.37393790551549,67.79513730299317
tier2,v9.2,v11.0,major_1x,76,28,55.116039470908206,37,345408,730236,97.8157615481736,1630,11,9,on_premise,20,23393,4354,3974,87.29020301563298,big_bang,51.79251844772867,waterfall,6,0,1,1,1,0,1,1,1,0,89.7434222512299,12,66.6491073940511,5,17,0,0,8,1,1508374,1,1,100.0,28.80788077408681
tier3,v8.5,v9.0,minor,50,13,21.743854324064397,33,310017,172372,95.83240555198607,656,5,7,private_cloud,8,24757,4734,1965,89.12127789707397,canary,48.610368012559064,waterfall,5,1,1,1,1,1,1,1,0,1,68.11225829499801,15,42.989128322248604,5,28,1,1,5,1,525675,1,1,64.96664139273614,66.29620277599304
tier2,v8.5,v9.0,minor,66,30,30.633046446090024,12,187900,230055,98.89237662894799,978,11,11,hybrid_cloud,15,10354,7038,4424,71.9282870658093,rolling,29.539784840295056,kanban,4,0,1,0,1,1,1,1,1,1,83.2080183957003,11,59.39763939552879,1,25,0,1,16,1,3490010,0,1,96.98206506827756,41.386188314474
tier2,v9.0,v9.2,minor,53,7,53.06925021520963,31,236278,666969,96.37471268358298,702,11,18,public_cloud,29,23417,7432,5563,79.56708147134634,rolling,77.8905469717312,agile,5,1,1,0,1,1,1,1,1,1,78.55069938744603,9,67.87163293283133,5,9,0,0,12,1,1362340,1,1,81.59431415258938,42.14735634179149
tier2,v9.0,v9.2,minor,17,45,53.26630150469422,31,127342,487154,98.37629921860632,582,5,37,public_cloud,34,19655,7041,3684,90.10899159293135,canary,14.447563599461285,agile,6,1,1,1,1,1,1,1,1,1,77.30061132274808,3,70.50599216411744,2,45,1,1,11,1,2751044,1,1,53.09995320738741,54.04814960930317
tier3,v8.2,v9.2,major_1x,98,24,39.59244923733949,33,277358,376255,95.86644938422063,743,3,8,hybrid_cloud,15,17419,4161,3712,70.94586809027842,rolling,16.90503864172274,scrum,4,0,1,1,1,0,1,1,1,0,73.05471726927641,11,49.2418737227665,8,50,1,1,11,1,2025976,0,1,77.56862398765071,70.07322469211032
tier1,v9.2,v10.5,major_1x,117,12,66.97878722702107,40,160260,942620,98.50123571215622,708,6,24,hybrid_cloud,21,22200,2809,7126,84.04927576492048,blue_green,33.91298547827332,kanban,3,1,1,1,0,1,1,1,1,1,67.98587349791065,10,76.0319465293418,3,44,0,1,9,1,4716771,0,1,65.89955032230856,55.09061785607811
tier3,v8.2,v11.0,minor,91,35,38.97517302203306,30,163294,413499,98.42177691296234,1278,1,8,on_premise,9,25255,3087,1186,72.5708719681337,big_bang,67.01475957886655,waterfall,3,1,1,1,0,1,0,0,1,1,65.47909382529274,12,50.42393216121843,9,40,0,0,6,1,1619524,0,1,89.58604818563136,66.65088845648117
tier3,v8.2,v9.0,major_1x,72,13,60.88696592590569,18,187000,337769,95.27402029584998,1122,7,32,on_premise,22,5871,2347,3905,89.9765314880522,big_bang,24.351193668704752,waterfall,6,1,1,1,0,0,1,1,1,0,85.205556477516,12,65.27105998786328,1,13,0,0,6,0,1497369,1,1,98.21715963260645,38.197010147925
tier3,v8.5,v11.0,minor,10,33,52.90638028625237,21,208048,181748,98.72019718789767,1121,5,14,hybrid_cloud,15,16034,3502,6367,83.23931893858327,blue_green,65.63797462583409,agile,5,0,0,1,0,1,0,1,1,1,75.39163614289274,13,46.60924675632071,6,16,0,1,8,1,1397042,0,1,100.0,54.94009859394883
microfinance,v8.2,v11.0,major_1x,58,33,37.84461016304929,15,121486,119740,95.46431264489841,157,4,11,public_cloud,34,12695,564,1164,75.15552351319758,canary,63.988000320720026,agile,3,1,1,1,1,0,1,0,0,0,63.22376492684821,17,42.94224831606628,4,6,1,0,8,1,922033,0,1,85.20980329622378,77.09215632244921
tier1,v8.2,v9.2,minor,30,35,58.83164188353917,11,406270,727000,99.36451790381874,524,12,10,hybrid_cloud,13,30066,5257,7144,96.55970886855498,blue_green,38.61706625730319,agile,0,1,1,1,1,0,1,0,1,1,93.00942043585854,10,76.80690756623176,8,22,1,1,8,1,2964694,1,1,100.0,48.20225895190937
tier2,v10.1,v9.2,major_2x,81,19,67.44209577004479,10,130652,665832,98.23416064848949,647,13,17,hybrid_cloud,17,36965,3502,3446,88.28573059928017,blue_green,62.89157015289705,scrum,7,0,1,0,1,1,1,1,0,1,84.89203141759157,8,78.15020455124632,8,14,0,0,15,1,3288623,1,1,100.0,38.67708032424474
microfinance,v9.0,v11.0,major_1x,65,32,44.924401212012,42,309909,615768,99.14260950559533,439,9,6,public_cloud,8,11339,3927,2282,62.72798311258884,rolling,35.90207850633605,waterfall,0,0,1,1,1,1,1,1,1,1,72.52208024564975,16,46.17000113226702,10,46,1,1,6,1,1648918,0,1,100.0,60.79130475279766
tier2,v9.0,v9.2,major_1x,67,6,21.452728340322295,12,322474,713311,98.08810173918846,342,4,33,on_premise,34,21785,4173,2227,92.97670651217393,rolling,78.50597727818396,waterfall,4,1,1,1,0,1,1,1,1,0,67.55799109065849,11,51.40160966396263,6,59,0,0,10,1,1041219,0,1,48.08773558564735,63.70405086959423
tier3,v9.2,v10.5,major_1x,96,33,27.856498923968804,24,183330,316146,95.63404438496562,1181,7,16,hybrid_cloud,25,10098,1230,2212,63.60018722212794,big_bang,30.888528644949112,scrum,0,0,1,0,1,1,1,1,0,1,67.43230612795567,18,60.889530554172126,5,11,1,0,9,0,716445,0,1,100.0,45.197022192482805
tier3,v9.0,v9.0,major_2x,19,20,50.166656998013146,5,57378,387755,98.29696365988808,252,2,23,hybrid_cloud,14,7792,4033,1159,84.78222246474893,blue_green,45.69362515392509,scrum,4,1,1,1,0,0,1,1,0,1,82.85905285014904,10,44.13866822557221,8,26,1,0,8,1,2097132,1,1,74.91904812142921,76.60848182994404
tier3,v9.2,v11.0,major_2x,90,2,16.786076782419116,17,78593,339032,96.9481172314968,286,4,33,on_premise,20,8420,5527,1936,79.28217298747981,canary,23.820542263786876,scrum,5,1,1,1,1,0,1,1,1,1,85.62701448476682,11,45.541017489568254,10,54,0,0,4,1,1104970,1,1,85.2147159574139,64.25405861574839
